slug,module,category,url,high,medium,low,total_issues,issue_types,web_words,doc_words
cem-chi-tiet-quota-dich-vu,FPT Container Registry,FPT Container,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
tutorials-them-moi-may-chu-waf,FPT Cloud WAF,FPT Security,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
monitor-waf-voi-dashboard-overview,FPT Cloud WAF,FPT Security,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
quan-ly-redirection-host,FPT Cloud WAF,FPT Security,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
view-detail,FPT Reporting,FPT Monitoring,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
khoi-tao-mot-alert-moi-activity-alert,FPT Cloud Guard,FPT Monitoring,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
khoi-tao-mot-alert-moi-threat-alert,FPT Cloud Guard,FPT Monitoring,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal,FPT Jenkins CI,FPT DevSecOps Services,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
huong-dan-tich-hop-argocd-images-updater,FPT ArgoCD,FPT DevSecOps Services,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
dang-ky-dich-vu-api-management-tren-fpt-portal,FPT API Management,FPT Integration,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
view-db-list,Managed - FPT Database Engines,FPT Database Engine,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
db-view-detail,Managed - FPT Database Engines,FPT Database Engine,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
parameter,Managed - FPT Database Engines,FPT Database Engine,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
client-task,Trellix Customer Guide,Support,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
guide-issue-by-team,FPT AppSec,FPT Security Platform,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
guide-asset-by-team,FPT AppSec,FPT Security Platform,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
schedule-detail,FPT AppSec,FPT Security Platform,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
vgpu-for-container,Managed GPU Cluster (Kubernetes),AI Infrastructure,,1,1,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
Create-VPN-S2S-connection,VPN Site-to-Site,FPT Network,,1,1,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",,
quan-ly-backup-job,Backup,FPT Cloud Backup & DR,,1,1,0,2,"NO_IMAGES, WORD_COUNT_LOW",,
monitoring,VPN Site-to-Site,FPT Network,,0,4,1,5,"FEWER_IMAGES, HEADING_COUNT_DIFF, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tinh-nang-runtime-security-cluster,Managed - FPT Kubernetes Engine,FPT Container,,0,3,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tinh-nang-workload-scan,Managed - FPT Kubernetes Engine,FPT Container,,0,3,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
backup-restore-vn,Managed - FPT Kubernetes Engine,FPT Container,,0,3,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
microservices-architecture-on-fke,Managed - FPT Kubernetes Engine,FPT Container,,0,3,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
gpu-sharing,Managed - FPT Kubernetes Engine,FPT Container,,0,3,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cai-dat-cluster-kubernetes-su-dung-gpu,FPT Kubernetes Engine with GPU,FPT Container,,0,3,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tao-report,FPT Reporting,FPT Monitoring,,0,3,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
workspace-scmasset,FPT AppSec,FPT Security Platform,,0,3,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
workspace-crasset,FPT AppSec,FPT Security Platform,,0,3,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
khoi-tao-managed-gpu-cluster-moi,Managed GPU Cluster (Kubernetes),AI Infrastructure,,0,3,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
file-storage-high-performance,Managed GPU Cluster (Kubernetes),AI Infrastructure,,0,3,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
gpu-time-sharing,Managed GPU Cluster (Kubernetes),AI Infrastructure,,0,3,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tutorials-tich-hop-fpt-object-storage-voi-cac-s3-client,FPT Object Storage,FPT Storage,,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
su-dung-fpt-object-storage-lam-media-server-luu-tru-va-phan-phoi-media-file-cho-websiteweb-application,FPT Object Storage,FPT Storage,,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
connect-checkpoint-r8120,VPN Site-to-Site,FPT Network,,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
connect-fci-aws-transitgw,VPN Site-to-Site,FPT Network,,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
connect-fci-aws-virtualgw,VPN Site-to-Site,FPT Network,,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
connect-behind-NAT,VPN Site-to-Site,FPT Network,,0,2,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
create-vpn-connection,VPN Site-to-Site,FPT Network,,0,2,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
edit-vpn-connection,VPN Site-to-Site,FPT Network,,0,2,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
ket-noi-thiet-bi-behind-NAT-IP,VPN Site-to-Site,FPT Network,,0,2,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
set_alert,VPN Site-to-Site,FPT Network,,0,2,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
dich-vu-gpu-tren-k8s,Managed - FPT Kubernetes Engine,FPT Container,,0,2,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
huong-dan-su-dung-cac-che-do-gpu-sharing,FPT Kubernetes Engine with GPU,FPT Container,,0,2,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
retry-timeout-rule,Dedicated - FPT Kubernetes Engine,FPT Container,,0,2,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
user-group-management,IAM,FPT Security,,0,2,1,3,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES",,
tao-target,FPT Cloud VA,FPT Security,,0,2,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
khoi-tao-canh-bao-load-balancer,FPT Cloud Guard,FPT Monitoring,,0,2,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
huong-dan-nhanh-quick-starts,FPT API Management,FPT Integration,,0,2,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
cicd-guideline,FPT AppSec,FPT Security Platform,,0,2,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",,
create-overview-policy,Policy Management,FPT Cloud Server,,0,2,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",,
create-policy,Policy Management,FPT Cloud Server,,0,2,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",,
tutorials-su-dung-object-storage-tren-s3-client,FPT Object Storage,FPT Storage,,0,2,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",,
khoi-tao-load-balancer,Load Balancer,FPT Network,,0,2,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",,
slurm-on-fpt-cloud,Managed GPU Cluster (Kubernetes),AI Infrastructure,,0,1,1,2,"FEWER_IMAGES, MISSING_HEADINGS",,
