slug,module,category,url,high,medium,low,total_issues,issue_types,web_words,doc_words
delete-customergw,VPN Site-to-Site,FPT Network,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
service-authorization,VPN Site-to-Site,FPT Network,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tich-hop-fmon,Load Balancer,FPT Network,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
khoi-tao-listener,Load Balancer,FPT Network,,1,2,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
chinh-sua-listener,Load Balancer,FPT Network,,1,2,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
them-bot-member-cho-server-pool,Load Balancer,FPT Network,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
create-vpc,Create VPC,FPT Network,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
rename-vpc,Create VPC,FPT Network,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
activitylog-bell,Create VPC,FPT Network,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xem-danh-sach-kubernetes-cluster-da-tao,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
truy-cap-thong-tin-chi-tiet-cua-cluster,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
lay-thong-tin-truy-cap-cluster,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tinh-nang-rotate-kubeconfig,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xoa-kubernetes-cluster,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
thay-doi-cluster-endponit-access,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
them-worker-group,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
thay-doi-cau-hinh-internal-subnet-load-balancer,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
chinh-sua-label-taint-cho-worker-group,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
bat-tat-node-auto-repair,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
chuyen-worker-group-base,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
nang-cap-k8s-version,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cluster-autoscale,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
trien-khai-ung-dung-tren-worker-pool,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
scale-in-chi-dinh-node,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tinh-nang-hibernate-wakeup,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tinh-nang-dat-lich-hibernate-wake-up,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-chi-tiet-su-dung-auto-upgrade,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tinh-nang-benchmark-cluster,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
audit-log-vn,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
danh-tag-cho-vm,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
mfke-faqs,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"MISSING_HEADINGS, NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",,
snapshot-persistent-volume-tren-k8s,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
service-type-kb-layer7-lbv2,Managed - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
thay-doi-worker-group-su-sung-gpu,FPT Kubernetes Engine with GPU,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
trien-khai-ung-dung-su-dung-gpu-tren-kubernetes,FPT Kubernetes Engine with GPU,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-su-dung-gpu-telemetry,FPT Kubernetes Engine with GPU,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-su-dung-autoscaler-voi-gpu,FPT Kubernetes Engine with GPU,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tang-them-worker-group-su-dung-gpu,FPT Kubernetes Engine with GPU,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-cau-hinh-auto-scale-su-dung-gpu-custom-metric,FPT Kubernetes Engine with GPU,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-cau-hinh-auto-scale-su-dung-keda-va-prometheus,FPT Kubernetes Engine with GPU,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
kiem-tra-thong-tin-goi-dich-vu,FPT Container Registry,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
kich-hoat-dich-vu,FPT Container Registry,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xem-danh-sach-repositories,FPT Container Registry,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xoa-image-hoac-artifact-trong-repositories,FPT Container Registry,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xem-danh-sach-robot-account,FPT Container Registry,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cap-nhat-robot-account,FPT Container Registry,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
disable-robot-account-dang-su-dung,FPT Container Registry,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
enable-robot-account,FPT Container Registry,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xoa-mot-robot-account,FPT Container Registry,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
refresh-robot-account,FPT Container Registry,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-su-dung-robot-account,FPT Container Registry,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
huong-dan-nang-goi-dich-vu-dang-su-dung,FPT Container Registry,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
scan-image-1,FPT Container Registry,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
stop-scan,FPT Container Registry,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-ket-qua-scan-images,FPT Container Registry,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
khoi-tao-kubernetes-cluster-moi,Dedicated - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
stop-kubernetes-cluster,Dedicated - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
start-kubernetes-cluster,Dedicated - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
scale-worker-nodes,Dedicated - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
thay-doi-flavor-cau-hinh-nodes,Dedicated - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
thay-doi-flavor-cau-hinh-nfs,Dedicated - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tang-storage-size-cua-nodes,Dedicated - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tang-storage-size-cua-nfs,Dedicated - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
them-nfs-persistent-storage,Dedicated - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
manual-scale,Dedicated - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
dfke-advanced-firewall,Dedicated - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
backup-and-restore-cluster,Dedicated - FPT Kubernetes Engine,FPT Container,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
delete-ip-access,IAM,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
activity-log-ip-access,IAM,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
download-access-log,IAM,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
detection-status,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
service-status,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
load-balancing,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
graphical-analysis,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
detection-log-analysis,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
detection-logs,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
audit-logs,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
website-logs,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
proxy-ip,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
detinations-sever,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
network-filters-scheduling,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
policy-settings,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
x-forwarder-for,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
access-control,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
auto-blocking-filter,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
url-filter-settings,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
user-defined-pattern,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
privacy-filtering,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
malicious-ip,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
security-patch,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
report-scheduling,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
self-diagnostics,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
intergration,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
network,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
system,FPT Cloud WAPPLES,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
chinh-sua-may-chu-waf,FPT Cloud WAF,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xoa-may-chu-waf,FPT Cloud WAF,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tutorials-dang-nhap-waf-dashboard,FPT Cloud WAF,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tao-moi-proxy-host,FPT Cloud WAF,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xem-thong-tin-chi-tiet-proxy-host,FPT Cloud WAF,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cap-nhat-thong-tin-cho-proxy-host,FPT Cloud WAF,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
battat-proxy-host,FPT Cloud WAF,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xoa-proxy-host,FPT Cloud WAF,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
them-moi-stream-host,FPT Cloud WAF,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-404-host,FPT Cloud WAF,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-access-list,FPT Cloud WAF,FPT Security,,1,2,1,4,"FEWER_IMAGES, HEADING_COUNT_DIFF, MISSING_HEADINGS, WORD_COUNT_LOW",,
quan-ly-ssl-certificates,FPT Cloud WAF,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-security-rule-sets,FPT Cloud WAF,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-nguoi-dung-cua-waf-dashboard,FPT Cloud WAF,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
kiem-tra-trang-thai-target,FPT Cloud VA,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
update-target,FPT Cloud VA,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
scan-now,FPT Cloud VA,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xoa-target,FPT Cloud VA,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
lay-header,FPT Cloud VA,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
lay-cookie,FPT Cloud VA,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
mo-remote-registry-window,FPT Cloud VA,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
dashboard-ket-qua-quet,FPT Cloud VA,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xem-chi-tiet-ket-qua-quet,FPT Cloud VA,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xem-ket-qua-quet-cu,FPT Cloud VA,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xuat-bao-cao,FPT Cloud VA,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
truy-cap-giao-dien-quan-tri,Fortigate - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cau-hinh-network-interfaces,Fortigate - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cau-hinh-static-routes,Fortigate - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tao-firewall-policy,Fortigate - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xoa-firewall-policy,Fortigate - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tao-security-profile,Fortigate - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-system-user-user-profile,Fortigate - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
feature-visibility,Fortigate - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
hien-thi-logs-traffic,Fortigate - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
truy-cap-gaia-portal,CheckPoint - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
network-interface,CheckPoint - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
static-route,CheckPoint - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
cau-hinh-dns,CheckPoint - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
update-hotfix,CheckPoint - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
truy-cap-smartconsole,CheckPoint - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
install-policy,CheckPoint - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tao-object,CheckPoint - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tao-rule-firewall,CheckPoint - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
tao-rule-nat,CheckPoint - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
dieu-tra-log,CheckPoint - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-blades,CheckPoint - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-ly-account,CheckPoint - FPT NGFW,FPT Security,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
test-send-email,FPT Reporting,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
edit-report,FPT Reporting,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
delete-report,FPT Reporting,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xem-danh-sach-workspaces,FPT Cloud Monitoring,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
xem-chi-tiet-workspace,FPT Cloud Monitoring,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
configuration-tab,FPT Cloud Monitoring,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
user-management-tab,FPT Cloud Monitoring,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quota-and-package-tab,FPT Cloud Monitoring,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
monitor-infrastructure-platform,FPT Cloud Monitoring,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
monitor-applications,FPT Cloud Monitoring,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
truy-cap-vao-dashboard,FPT Cloud Monitoring,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
fcmon-dashboard-template,FPT Cloud Monitoring,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
alerting,FPT Cloud Monitoring,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
explore-data,FPT Cloud Monitoring,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
quan-tri-user,FPT Cloud Monitoring,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
khoi-tao-canh-bao-object-storage,FPT Cloud Guard,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
kiem-tra-trang-thai-cua-alert,FPT Cloud Guard,FPT Monitoring,,1,2,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",,
