type,match_level,section,docId,title,present_in,missing_in,source_lang,bytes,match_lang,match_docId,match_score
HIGH_MATCH,HIGH_MATCH,create-vpc,"create-vpc-en","Create a VPC",en,vi+ja,en,1321,vi,"create-vpc",69
LOW_MATCH,LOW_MATCH,create-vpc,"view-activity-en","Xem Activity log và trạng thái tác vụ",en+vi,ja,vi,575,ja,"アクティビティログ＆直近タスクステータスの記録_3",38
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"access-clusters-detail-information","クラスターの詳細情報へのアクセス",en+ja,vi,ja,2430,vi,"truy-cap-thong-tin-chi-tiet-cua-cluster",67
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"add-nfs-storage","NFS Persistent Storage の追加",en+ja,vi,ja,882,vi,"them-nfs-persistent-storage",67
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"advanced-firewall","DFKE Advanced Firewall",en+ja,vi,ja,3465,vi,"dfke-advanced-firewall",66
MEDIUM_MATCH,MEDIUM_MATCH,dedicated-fpt-kubernetes-engine,"auto-scale","Autoscale",en+ja,vi,ja,2047,vi,"AutoScale",44
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"backup-restore-cluster","Cluster のバックアップとリストア",en+ja,vi,ja,989,vi,"backup-and-restore-cluster",68
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"change-nfs-server-configuration","NFS Server のフレーバー（構成）の変更",en+ja,vi,ja,909,vi,"thay-doi-flavor-cau-hinh-nfs",67
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"change-nodes-configuration","Nodes のフレーバー（構成）の変更",en+ja,vi,ja,935,vi,"thay-doi-flavor-cau-hinh-nodes",67
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"delete-k8s-cluster","Kubernetes クラスターの削除",en+ja,vi,ja,752,vi,"xoa-kubernetes-cluster",67
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"get-cluster-access-information","cluster アクセス情報の取得",en+ja,vi,ja,1085,vi,"lay-thong-tin-truy-cap-cluster",67
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"increase-storage-size-of-nfs-server","NFS Server のストレージサイズの拡張",en+ja,vi,ja,910,vi,"tang-storage-size-cua-nfs",67
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"increase-storage-size-of-nodes","Nodes のストレージサイズの拡張",en+ja,vi,ja,920,vi,"tang-storage-size-cua-nodes",66
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"initial-setup","初期設定",en+ja,vi,ja,2354,vi,"Initial-Setup",65
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"list-created-clusters","作成済みKubernetes クラスターの一覧表示",en+ja,vi,ja,568,vi,"xem-danh-sach-kubernetes-cluster-da-tao",67
LOW_MATCH,LOW_MATCH,dedicated-fpt-kubernetes-engine,"load-balancer-services","Service Type Load-Balancer",en+ja,vi,ja,2872,vi,"service-type-load-balancer",36
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"start-k8s-cluster","Kubernetes クラスターの起動",en+ja,vi,ja,741,vi,"start-kubernetes-cluster",67
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"stop-k8s-cluster","Kubernetes クラスターの停止",en+ja,vi,ja,648,vi,"stop-kubernetes-cluster",67
LOW_MATCH,LOW_MATCH,file-storage-high-performance,"japan-using-file-storage-high-performance-on-baremetal-gpu-server","Create mount point (Japan)",en,vi+ja,en,7836,vi,"japan-su-dung-file-storage-high-performance-tren-baremetal-gpu-server",39
LOW_MATCH,LOW_MATCH,fpt-api-management,"manage-rest-apis","Managing REST APIs",en+ja,vi,en,4698,vi,"quan-ly-rest-apis",27
HIGH_MATCH,HIGH_MATCH,fpt-argocd,"configure-notification-channels","通知チャンネルの設定",en+ja,vi,ja,4336,vi,"cau-hinh-channel-de-thuc-hien-gui-thong-bao",65
HIGH_MATCH,HIGH_MATCH,fpt-argocd,"configure-oidc-config","OIDC configの設定",en+ja,vi,ja,1006,vi,"cau-hinh-oidc-config",67
HIGH_MATCH,HIGH_MATCH,fpt-argocd,"configure-webhook-with-secret","Webhook secretを使用したWebhookの設定",en+ja,vi,ja,1426,vi,"thuc-hien-cau-hinh-webhook-voi-webhook-secret-da-duoc-tao",67
HIGH_MATCH,HIGH_MATCH,fpt-argocd,"delete-oidc-config","OIDC configの削除",en+ja,vi,ja,832,vi,"delete-oidc-da-cau-hinh",67
HIGH_MATCH,HIGH_MATCH,fpt-argocd,"enable-applications-set","ApplicationSetのenable",en+ja,vi,ja,625,vi,"cho-phep-enable-applications-set",67
HIGH_MATCH,HIGH_MATCH,fpt-argocd,"enable-disable-notifications","Notificationsのenable/disable",en+ja,vi,ja,409,vi,"enable-disable-notificaions",68
HIGH_MATCH,HIGH_MATCH,fpt-argocd,"enable-disable-oidc","OIDCのenable/disable",en+ja,vi,ja,333,vi,"enable-disable-chuc-nang-cau-hinh-oidc",68
HIGH_MATCH,HIGH_MATCH,fpt-argocd,"update-oidc-config","OIDC configの更新",en+ja,vi,ja,541,vi,"update-cau-hinh-oidc",67
LOW_MATCH,LOW_MATCH,fpt-container-registry,"view-repositories-list","View Repositories List",en,vi+ja,en,256,ja,"deleting-an-image-or-artifact-in-a-repository",31
HIGH_MATCH,HIGH_MATCH,iam,"2FA configuration","Cấu hình 2FA",en+vi,ja,vi,1245,ja,"configure-2fa",65
HIGH_MATCH,HIGH_MATCH,iam,"Change password","Change Password",en+vi,ja,en,1008,ja,"change-password",64
HIGH_MATCH,HIGH_MATCH,iam,"Check Activity logs","Kiểm tra activity logs",en+vi,ja,vi,279,ja,"ip-access-activity-log",65
HIGH_MATCH,HIGH_MATCH,iam,"change-password","パスワードの変更",en+ja,vi,ja,1084,vi,"Change password",66
HIGH_MATCH,HIGH_MATCH,iam,"configure-2fa","2FAの設定",en+ja,vi,ja,1242,vi,"2FA configuration",65
HIGH_MATCH,HIGH_MATCH,iam,"create-ip-access","新しいIP Accessレコードの作成",en+ja,vi,ja,1109,vi,"create-ip",66
HIGH_MATCH,HIGH_MATCH,iam,"ip-access-activity-log","アクティビティログの確認",en+ja,vi,ja,279,vi,"Check Activity logs",65
MEDIUM_MATCH,MEDIUM_MATCH,iam,"overview-iam-user","IAM User overview",en,vi+ja,en,743,vi,"IAM-User-Overview",47
MEDIUM_MATCH,MEDIUM_MATCH,iam,"overview-ip-access","IP Access overview",en,vi+ja,en,507,vi,"ip-access-overview",46
MEDIUM_MATCH,MEDIUM_MATCH,iam,"overview-user-group","User Group overview",en,vi+ja,en,387,vi,"User Group-Overview",47
LOW_MATCH,LOW_MATCH,model-hub,"how-to-use-private-model","Model Hub",en+ja,vi,ja,371,vi,"model-hub",37
LOW_MATCH,LOW_MATCH,model-hub,"model-hub","Model Hub",en+vi,ja,vi,343,ja,"notice",39
LOW_MATCH,LOW_MATCH,model-hub,"notice","Model Hub",en+ja,vi,ja,333,vi,"model-hub",39
LOW_MATCH,LOW_MATCH,model-hub,"quick-start","Model Hub",en+ja,vi,ja,343,vi,"model-hub",39
MEDIUM_MATCH,MEDIUM_MATCH,user-token,"user-token","ユーザートークン",en+ja,vi,ja,192,vi,"token",50
MEDIUM_MATCH,MEDIUM_MATCH,create-vpc,"create_vpc","Tạo VPC",vi,en+ja,vi,208,ja,"vpc-の作成",50
MEDIUM_MATCH,MEDIUM_MATCH,dedicated-fpt-kubernetes-engine,"AutoScale","Autoscale",vi,en+ja,vi,2023,ja,"auto-scale",44
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"Initial-Setup","Thiết lập ban đầu",vi,en+ja,vi,2191,ja,"initial-setup",65
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"backup-and-restore-cluster","Backup and Restore Cluster",vi,en+ja,vi,882,ja,"backup-restore-cluster",68
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"dfke-advanced-firewall","1. Tổng quan sản phẩm Kubenetes tích hợp Firewall",vi,en+ja,vi,3309,ja,"advanced-firewall",66
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"khoi-tao-kubernetes-cluster-moi","Khởi tạo Kubernetes cluster mới",vi,en+ja,vi,2969,ja,"create-new-k8s-cluster",67
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"lay-thong-tin-truy-cap-cluster","Lấy thông tin truy cập Cluster",vi,en+ja,vi,1020,ja,"get-cluster-access-information",67
LOW_MATCH,LOW_MATCH,dedicated-fpt-kubernetes-engine,"service-type-load-balancer","Service Type Load-Balancer",vi,en+ja,vi,2766,en,"load-balancer-services",39
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"start-kubernetes-cluster","Với các Cluster đã tắt trước đó; bạn có thể bật lại theo hướng dẫn sau:",vi,en+ja,vi,688,ja,"start-k8s-cluster",67
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"stop-kubernetes-cluster","Bạn có thể tắt các Cluster đang hoạt động theo hướng dẫn sau:",vi,en+ja,vi,579,ja,"stop-k8s-cluster",67
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"tang-storage-size-cua-nfs","Tăng Storage size của NFS Server",vi,en+ja,vi,844,ja,"increase-storage-size-of-nfs-server",67
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"tang-storage-size-cua-nodes","Tăng Storage size của các Nodes",vi,en+ja,vi,865,ja,"increase-storage-size-of-nodes",66
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"thay-doi-flavor-cau-hinh-nfs","Thay đổi Flavor (cấu hình) NFS Server",vi,en+ja,vi,848,ja,"change-nfs-server-configuration",67
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"thay-doi-flavor-cau-hinh-nodes","Thay đổi Flavor (cấu hình) Nodes",vi,en+ja,vi,873,ja,"change-nodes-configuration",67
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"them-nfs-persistent-storage","Thêm NFS Persistent Storage",vi,en+ja,vi,826,ja,"add-nfs-storage",67
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"truy-cap-thong-tin-chi-tiet-cua-cluster","Truy cập thông tin chi tiết của Cluster",vi,en+ja,vi,2244,ja,"access-clusters-detail-information",67
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"xem-danh-sach-kubernetes-cluster-da-tao","Xem danh sách Kubernetes Cluster đã tạo",vi,en+ja,vi,465,ja,"list-created-clusters",67
HIGH_MATCH,HIGH_MATCH,dedicated-fpt-kubernetes-engine,"xoa-kubernetes-cluster","Xoa Kubernetes Cluster",vi,en+ja,vi,690,ja,"delete-k8s-cluster",67
LOW_MATCH,LOW_MATCH,file-storage-high-performance,"Sử dụng File Storage - High Performance trên Kubernetes (K8S Cluster)","Sử dụng File Storage - High Performance trên Kubernetes (K8S Cluster)",vi,en+ja,vi,1163,en,"file-storage-high-performance",33
LOW_MATCH,LOW_MATCH,file-storage-high-performance,"japan-su-dung-file-storage-high-performance-tren-baremetal-gpu-server","Sử dụng File Storage - High Performance trên Baremetal (GPU Server)",vi+ja,en,vi,8425,en,"japan-using-file-storage-high-performance-on-baremetal-gpu-server",39
LOW_MATCH,LOW_MATCH,file-storage-high-performance,"region-nhat-ban","Region Nhật Bản",vi+ja,en,vi,1058,en,"file-storage-high-performance",33
LOW_MATCH,LOW_MATCH,file-storage-high-performance,"region-viet-nam","Region Việt Nam",vi+ja,en,vi,1056,en,"file-storage-high-performance",33
MEDIUM_MATCH,MEDIUM_MATCH,fpt-api-management,"quan-ly-rest-apis","Quản lý REST APIs",vi,en+ja,vi,3927,ja,"manage-rest-apis",41
HIGH_MATCH,HIGH_MATCH,fpt-argocd,"cau-hinh-channel-de-thuc-hien-gui-thong-bao","Cấu hình channel để thực hiện gửi thông báo",vi,en+ja,vi,5211,ja,"configure-notification-channels",65
HIGH_MATCH,HIGH_MATCH,fpt-argocd,"cau-hinh-oidc-config","Cấu hình OIDC config",vi,en+ja,vi,946,ja,"configure-oidc-config",67
HIGH_MATCH,HIGH_MATCH,fpt-argocd,"cho-phep-enable-applications-set","Enable ApplicationSet",vi,en+ja,vi,546,ja,"enable-applications-set",67
HIGH_MATCH,HIGH_MATCH,fpt-argocd,"delete-oidc-da-cau-hinh","Xóa cấu hình OIDC",vi,en+ja,vi,772,ja,"delete-oidc-config",67
HIGH_MATCH,HIGH_MATCH,fpt-argocd,"enable-disable-chuc-nang-cau-hinh-oidc","Enable/disable OIDC",vi,en+ja,vi,332,ja,"enable-disable-oidc",68
HIGH_MATCH,HIGH_MATCH,fpt-argocd,"enable-disable-notificaions","Enable/disable notifications",vi,en+ja,vi,399,ja,"enable-disable-notifications",68
HIGH_MATCH,HIGH_MATCH,fpt-argocd,"thuc-hien-cau-hinh-webhook-voi-webhook-secret-da-duoc-tao","Thực hiện cấu hình Webhook với webhook secret đã được tạo",vi,en+ja,vi,1390,ja,"configure-webhook-with-secret",67
HIGH_MATCH,HIGH_MATCH,fpt-argocd,"update-cau-hinh-oidc","Cập nhật cấu hình OIDC",vi,en+ja,vi,560,ja,"update-oidc-config",67
LOW_MATCH,LOW_MATCH,fpt-container-registry,"quan-ly-ket-qua-scan-images","Quản lý kết quả scan image",vi,en+ja,vi,988,ja,"scan-image",26
MEDIUM_MATCH,MEDIUM_MATCH,fpt-container-registry,"scan-image-1","Thực hiện scan image",vi,en+ja,vi,1032,ja,"scan-image",57
MEDIUM_MATCH,MEDIUM_MATCH,iam,"IAM-User-Overview","IAM User overview",vi,en+ja,vi,1129,en,"overview-iam-user",47
MEDIUM_MATCH,MEDIUM_MATCH,iam,"User Group-Overview","User Group overview",vi,en+ja,vi,554,en,"overview-user-group",47
HIGH_MATCH,HIGH_MATCH,iam,"create-ip","Khởi tạo một record IP access mới",vi,en+ja,vi,1058,ja,"create-ip-access",66
MEDIUM_MATCH,MEDIUM_MATCH,iam,"ip-access-overview","IP Access overview",vi+ja,en,vi,812,en,"overview-ip-access",46
MEDIUM_MATCH,MEDIUM_MATCH,managed-fpt-database-engine,"Provision-Database-Engine","Provision Database Engine",vi,en+ja,vi,242,en,"provision-database-engine",49
MEDIUM_MATCH,MEDIUM_MATCH,user-token,"token","Token",vi,en+ja,vi,192,ja,"user-token",50
LOW_MATCH,LOW_MATCH,vpn-site-to-site,"action-management","Quản lý & thao tác VPN Connection",vi,en+ja,vi,1222,en,"vpn-site-to-site",32
LOW_MATCH,LOW_MATCH,vpn-site-to-site,"common-config","Cấu hình thiết bị VPN phổ biến",vi,en+ja,vi,1081,en,"vpn-site-to-site",32
MEDIUM_MATCH,MEDIUM_MATCH,create-vpc,"vpc-の作成","VPC の作成",ja,en+vi,ja,208,vi,"create_vpc",50
LOW_MATCH,LOW_MATCH,create-vpc,"アクティビティログ＆直近タスクステータスの記録_3","Activity logとタスクステータスの確認",ja,en+vi,ja,525,vi,"view-activity-en",38
LOW_MATCH,LOW_MATCH,managed-fpt-kubernetes-engine,"index","Managed FPT Kubernetes Engine",ja,en+vi,ja,850,en,"managed-fpt-kubernetes-engine",25
UNIQUE,UNIQUE,ai-notebook,"about-ai-notebooks","Giới thiệu AI Notebooks",en+vi,ja,vi,1189,,"",
UNIQUE,UNIQUE,ai-notebook,"connect-switch-kernel","Kết nối và chuyển kernel",en+vi,ja,vi,1428,,"",
UNIQUE,UNIQUE,ai-notebook,"create-notebook","Tạo notebook",en+vi,ja,vi,1574,,"",
UNIQUE,UNIQUE,ai-notebook,"faq","Câu hỏi thường gặp",en+vi,ja,vi,1472,,"",
UNIQUE,UNIQUE,ai-notebook,"ai-notebook","AI Notebook",en+vi,ja,vi,1333,,"",
UNIQUE,UNIQUE,ai-notebook,"launch-ai-notebook","Khởi chạy AI Notebook",en+vi,ja,vi,3249,,"",
UNIQUE,UNIQUE,ai-notebook,"quick-start","Hướng dẫn nhanh",en+vi,ja,vi,1853,,"",
UNIQUE,UNIQUE,ai-notebook,"shut-down-kernel","Tắt kernel",en+vi,ja,vi,2149,,"",
UNIQUE,UNIQUE,allow-address-pair,"allow-address-pair","Allow Address Pair",en+vi,ja,vi,621,,"",
UNIQUE,UNIQUE,billing,"billing","Hóa đơn",en+vi,ja,vi,338,,"",
UNIQUE,UNIQUE,budget-alert,"budget-alert","Cảnh báo ngân sách",en+vi,ja,vi,1081,,"",
UNIQUE,UNIQUE,checkpoint-fpt-ngfw,"checkpoint-fpt-ngfw","Checkpoint Fpt Ngfw",en+vi,ja,vi,875,,"",
UNIQUE,UNIQUE,cloud-server,"cloud-server","Tổng quan FPT Cloud Server",en+vi,ja,vi,2274,,"",
UNIQUE,UNIQUE,cost-explorer,"Why-cant-I-watch-Cost-Explore","Cannot view Cost Explorer",en,vi+ja,en,784,,"",
UNIQUE,UNIQUE,cost-explorer,"cost-explorer","Phân tích chi phí",en+vi,ja,vi,553,,"",
UNIQUE,UNIQUE,cost-explorer,"questions-2","Filter Cost Explorer by specific resource",en,vi+ja,en,227,,"",
UNIQUE,UNIQUE,create-vpc,"create-vpc","Khởi tạo VPC",en+vi,ja,vi,1471,,"",
UNIQUE,UNIQUE,create-vpc,"initial-setup-en","Initial Setup En",en,vi+ja,en,826,,"",
UNIQUE,UNIQUE,dedicated-fpt-kubernetes-engine,"best-practice-upgrade-version","FKE cluster バージョンアップグレード ベストプラクティス",en+ja,vi,ja,5067,,"",
UNIQUE,UNIQUE,dedicated-fpt-kubernetes-engine,"changing-cluster-configuration","K8s クラスター構成の変更",en+ja,vi,ja,478,,"",
UNIQUE,UNIQUE,dedicated-fpt-kubernetes-engine,"create-new-k8s-cluster","Create a new Kubernetes cluster",en+ja,vi,en,4228,,"",
UNIQUE,UNIQUE,dedicated-fpt-kubernetes-engine,"faqs","よくある質問",en+ja,vi,ja,2182,,"",
UNIQUE,UNIQUE,dedicated-fpt-kubernetes-engine,"managing-k8s-cluster","Kubernetes クラスターの管理",en+ja,vi,ja,508,,"",
UNIQUE,UNIQUE,dedicated-fpt-kubernetes-engine,"notes-when-using-dfke","FKE 使用時の注意事項",en+ja,vi,ja,3190,,"",
UNIQUE,UNIQUE,dedicated-fpt-kubernetes-engine,"upgrading-k8s-version","K8s バージョンのアップグレード",en+ja,vi,ja,950,,"",
UNIQUE,UNIQUE,end-user-request-resource,"end-user-request-resource","Yêu cầu tài nguyên",en+vi,ja,vi,2273,,"",
UNIQUE,UNIQUE,file-storage-high-performance,"file-storage-high-performance","File Storage High Performance",en+vi,ja,vi,1222,,"",
UNIQUE,UNIQUE,file-storage-high-performance,"japan-region","Japan region",en,vi+ja,en,317,,"",
UNIQUE,UNIQUE,file-storage-high-performance,"mountpoint-management","Mount point management",en,vi+ja,en,4213,,"",
UNIQUE,UNIQUE,file-storage-high-performance,"using-file-storage-high-performance-on-kubernetes-k8s-cluster","Use on Kubernetes cluster",en,vi+ja,en,112,,"",
UNIQUE,UNIQUE,file-storage-high-performance,"vietnam-region","Vietnam region",en,vi+ja,en,325,,"",
UNIQUE,UNIQUE,file-storage-high-performance,"vn-using-file-storage-high-performance-on-baremetal-gpu-server","Create mount point (Vietnam)",en,vi+ja,en,3247,,"",
UNIQUE,UNIQUE,fpt-api-management,"declaring-information","ApiManager Application での情報設定",en+ja,vi,ja,457,,"",
UNIQUE,UNIQUE,fpt-api-management,"fpt-api-management","FPT API Management",en+vi,ja,vi,1088,,"",
UNIQUE,UNIQUE,fpt-app-catalogs,"fpt-app-catalogs","FPT App Catalogs",en,vi+ja,en,117,,"",
UNIQUE,UNIQUE,fpt-app-catalogs,"manage-app-catalogs","App Catalogs の管理",en+ja,vi,ja,362,,"",
UNIQUE,UNIQUE,fpt-app-catalogs,"manage-deployed-applications","デプロイ済みアプリケーションの管理",en+ja,vi,ja,402,,"",
UNIQUE,UNIQUE,fpt-appsec,"fpt-appsec","FPT AppSec",en+vi,ja,en,731,,"",
UNIQUE,UNIQUE,fpt-argocd,"Change-password","Change Password",en,vi+ja,en,595,,"",
UNIQUE,UNIQUE,fpt-argocd,"Configure-Build-Options-for-Kustomize","Configure Build Options For Kustomize",en,vi+ja,en,564,,"",
UNIQUE,UNIQUE,fpt-argocd,"Configure-RBAC-policy","Configure Rbac Policy",en,vi+ja,en,1145,,"",
UNIQUE,UNIQUE,fpt-argocd,"Connect-Kubernetes-Cluster-to-ArgoCD-Instance","Connect Kubernetes Cluster To Argocd Instance",en,vi+ja,en,1922,,"",
UNIQUE,UNIQUE,fpt-argocd,"Create-new-account-on-FPT-Cloud-Portal","Create New Account On Fpt Cloud Portal",en,vi+ja,en,869,,"",
UNIQUE,UNIQUE,fpt-argocd,"Create-new-webhook-secret","Create New Webhook Secret",en,vi+ja,en,674,,"",
UNIQUE,UNIQUE,fpt-argocd,"Delete--webhook-secret","Delete  Webhook Secret",en,vi+ja,en,344,,"",
UNIQUE,UNIQUE,fpt-argocd,"Demo","Demo",en,vi+ja,en,119,,"",
UNIQUE,UNIQUE,fpt-argocd,"Edit-capabilities","Edit Capabilities",en,vi+ja,en,904,,"",
UNIQUE,UNIQUE,fpt-argocd,"Edit-webhook-secret","Edit Webhook Secret",en,vi+ja,en,375,,"",
UNIQUE,UNIQUE,fpt-argocd,"Enable-and-Disable-account","Enable And Disable Account",en,vi+ja,en,293,,"",
UNIQUE,UNIQUE,fpt-argocd,"Getting-Started","Getting Started",en,vi+ja,en,925,,"",
UNIQUE,UNIQUE,fpt-argocd,"Initial-setup","Initial Setup",en+vi,ja,en,975,,"",
UNIQUE,UNIQUE,fpt-argocd,"Instructions-for-configuring-ArgoCD-cluster-to-deploy-applications-with-manifest","Instructions For Configuring Argocd Cluster To Deploy Applications With Manifest",en,vi+ja,en,1534,,"",
UNIQUE,UNIQUE,fpt-argocd,"Instructions-for-login-to-ArgoCD","Instructions For Login To Argocd",en,vi+ja,en,757,,"",
UNIQUE,UNIQUE,fpt-argocd,"Managing-Account-on-ArgoCD","Managing Account On Argocd",en,vi+ja,en,474,,"",
UNIQUE,UNIQUE,fpt-argocd,"Upgrading-argocd-version","Upgrading Argocd Version",en,vi+ja,en,778,,"",
UNIQUE,UNIQUE,fpt-argocd,"View-informations-ArgoCD","View Informations Argocd",en,vi+ja,en,1130,,"",
UNIQUE,UNIQUE,fpt-argocd,"Webhook-configuration","Webhook Configuration",en,vi+ja,en,508,,"",
UNIQUE,UNIQUE,fpt-argocd,"configure-image-updater","Image Updaterの設定",en+ja,vi,ja,435,,"",
UNIQUE,UNIQUE,fpt-argocd,"configure-notifications","Notificationsの設定",en+ja,vi,ja,513,,"",
UNIQUE,UNIQUE,fpt-argocd,"configure-oidc-sso","SSO用のOIDC設定",en+ja,vi,ja,231,,"",
UNIQUE,UNIQUE,fpt-argocd,"configure-webhook","Webhookの設定",en+ja,vi,ja,482,,"",
UNIQUE,UNIQUE,fpt-argocd,"fpt-argocd","FPT ArgoCD",en+vi,ja,vi,387,,"",
UNIQUE,UNIQUE,fpt-argocd,"initial-setup","初期設定",en+ja,vi,ja,841,,"",
UNIQUE,UNIQUE,fpt-argocd,"manage-accounts","ArgoCD上のアカウント管理",en+ja,vi,ja,487,,"",
UNIQUE,UNIQUE,fpt-autoscale,"fpt-autoscale","FPT Autoscale",en+vi,ja,vi,356,,"",
UNIQUE,UNIQUE,fpt-backup-as-a-service,"fpt-backup-as-a-service","Những điều cần lưu ý khi sử dụng Backup as a Service",en+vi,ja,vi,3441,,"",
UNIQUE,UNIQUE,fpt-cloud-desktop,"fpt-cloud-desktop","FPT Cloud Desktop là gì?",en+vi,ja,vi,1509,,"",
UNIQUE,UNIQUE,fpt-cloud-monitoring,"fpt-cloud-monitoring","FPT Cloud Monitoring",en+vi,ja,vi,361,,"",
UNIQUE,UNIQUE,fpt-cloud-portal,"fpt-cloud-portal","FPT Cloud Portal",en+vi,ja,vi,560,,"",
UNIQUE,UNIQUE,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go," choose-the-form-of-PAYG-and-verify-the-phon- number","Chọn hình thức PAYG và xác thực số điện thoại",en+vi,ja,vi,446,,"",
UNIQUE,UNIQUE,fpt-cloud-waf,"Initial Setup","Thiết lập ban đầu",en+vi,ja,vi,976,,"",
UNIQUE,UNIQUE,fpt-cloud-waf,"manage-proxy-host","Proxy hostの管理",en+ja,vi,ja,572,,"",
UNIQUE,UNIQUE,fpt-cloud-waf,"manage-waf-server-with-waf-dashboard","Manage WAF server with WAF Dashboard",en,vi+ja,en,215,,"",
UNIQUE,UNIQUE,fpt-cloud-wapples,"fpt-cloud-wapples","Fpt Cloud Wapples",en+vi,ja,vi,756,,"",
UNIQUE,UNIQUE,fpt-container-registry,"deleting-an-image-or-artifact-in-a-repository","FPT Portal で repository を管理する",en+ja,vi,ja,1453,,"",
UNIQUE,UNIQUE,fpt-container-registry,"docker-cli","FPT Container Registry",en,vi+ja,en,314,,"",
UNIQUE,UNIQUE,fpt-container-registry,"enabling-fpt-container-registry-service","FPT Container Registry サービスを有効化する",en+ja,vi,ja,1253,,"",
UNIQUE,UNIQUE,fpt-container-registry,"initial-setup","Initial Setup",en+ja,vi,en,999,,"",
UNIQUE,UNIQUE,fpt-container-registry,"managing-repositories-on-the-fpt-cloud-portal","FPT Container Registry",en,vi+ja,en,279,,"",
UNIQUE,UNIQUE,fpt-container-registry,"pulling-docker-image-from-fpt-container-registry-to-local","FPT Container Registry から Docker イメージを pull する",en+ja,vi,ja,833,,"",
UNIQUE,UNIQUE,fpt-container-registry,"tagging-and-pushing-images-to-fpt-container-registry","イメージを tag して FPT Container Registry に push する",en+ja,vi,ja,1206,,"",
UNIQUE,UNIQUE,fpt-jenkins-ci,"fpt-jenkins-ci","Fpt Jenkins Ci",en+vi,ja,vi,442,,"",
UNIQUE,UNIQUE,fpt-kafka,"fpt-kafka","FPT Kafka",en+vi,ja,vi,1182,,"",
UNIQUE,UNIQUE,fpt-key-vault,"Auth-Method-Management","Auth Method management",en,vi+ja,en,162,,"",
UNIQUE,UNIQUE,fpt-key-vault,"Create-Auth-Method","Auth Methodを作成する",en+ja,vi,ja,1397,,"",
UNIQUE,UNIQUE,fpt-key-vault,"Create-Policy","Policyを作成する",en+ja,vi,ja,1181,,"",
UNIQUE,UNIQUE,fpt-key-vault,"Create-Role","Roleを作成する",en+ja,vi,ja,1422,,"",
UNIQUE,UNIQUE,fpt-key-vault,"Create-Secret-Engine","Secret Engineを作成する",en+ja,vi,ja,1178,,"",
UNIQUE,UNIQUE,fpt-key-vault,"Create-Secret-in-Secret-Engine","Secret EngineにSecretを作成する",en+ja,vi,ja,1310,,"",
UNIQUE,UNIQUE,fpt-key-vault,"Create-Vault-Instance","Vault Instanceを作成する",en+ja,vi,ja,1054,,"",
UNIQUE,UNIQUE,fpt-key-vault,"Delete-Policy","Policyを削除する",en+ja,vi,ja,924,,"",
UNIQUE,UNIQUE,fpt-key-vault,"Delete-Secret-Engine","Secret Engineを削除する",en+ja,vi,ja,1066,,"",
UNIQUE,UNIQUE,fpt-key-vault,"Delete-Secret","Secretを削除する",en+ja,vi,ja,784,,"",
UNIQUE,UNIQUE,fpt-key-vault,"Initial-Setup","Initial Setup",en,vi+ja,en,981,,"",
UNIQUE,UNIQUE,fpt-key-vault,"Policy-management","Policy management",en,vi+ja,en,164,,"",
UNIQUE,UNIQUE,fpt-key-vault,"Secret-Engine-Management","Secret Engine management",en,vi+ja,en,206,,"",
